664 articles
+----------------------------------+-------------+--------+---------------+---------------+
| Titlu                            |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
| Sfânta mea chemare               | Traian Dorz | poezie |       26      |       90      |
| Chiar mergând cu Domnul          | Traian Dorz | poezie |       26      |       86      |
| Când Tu-mi cobori                | Traian Dorz | poezie |       24      |       70      |
| Tu ştii atât de bine             | Traian Dorz | poezie |       26      |      129      |
| Minuni sunt toate                | Traian Dorz | poezie |       25      |      112      |
| În cele mai frumoase             | Traian Dorz | poezie |       24      |      153      |
| Cum trece soarele                | Traian Dorz | poezie |       26      |      106      |
| În ceas de grea-ncercare         | Traian Dorz | poezie |       26      |       75      |
| Când soarele de-acum             | Traian Dorz | poezie |       29      |      125      |
| Oricine-a aflat iubirea          | Traian Dorz | poezie |       29      |       84      |
| S-au dus pierind milenii         | Traian Dorz | poezie |       35      |      213      |
| Te rog iubire sfântă             | Traian Dorz | poezie |       29      |       80      |
| Dacă s-a făcut minunea           | Traian Dorz | poezie |       29      |       97      |
| Când fericit trăieşti            | Traian Dorz | poezie |       29      |      119      |
| Sfâşierea pocăinţei              | Traian Dorz | poezie |       29      |       77      |
| Dacă iubirea lui Hristos         | Traian Dorz | poezie |       29      |      106      |
| Greu e numai până-n clipa        | Traian Dorz | poezie |       29      |      109      |
| De-ar şti harfa care cântă       | Traian Dorz | poezie |       29      |      114      |
| Veniţi dragi cântăreţi           | Traian Dorz | poezie |       27      |      125      |
| Mergi fiica mea                  | Traian Dorz | poezie |       34      |      137      |
| Duhul tău mereu să lupte         | Traian Dorz | poezie |       29      |       99      |
| Surori de cruce şi răsplată      | Traian Dorz | poezie |       26      |      222      |
| În sărbătorirea voastră          | Traian Dorz | poezie |       34      |      109      |
| Binecuvântată Maica              | Traian Dorz | poezie |       20      |      127      |
| Pentru c-ai avut chemarea        | Traian Dorz | poezie |       17      |       93      |
| Ia sculaţi voi ce dormiţi        | Traian Dorz | poezie |       25      |      100      |
| Doamne, fie-n veci slăvit        | Traian Dorz | poezie |       29      |       84      |
| Pe Crucea Golgotei               | Traian Dorz | poezie |       29      |      140      |
| E Ziua Bucuriei                  | Traian Dorz | poezie |       14      |       63      |
| Din lumea care-acum              | Traian Dorz | poezie |       27      |      111      |
| Hristos n-a scris                | Traian Dorz | poezie |       24      |       92      |
| Acolo unde e credinţă            | Traian Dorz | poezie |       29      |      108      |
| Poţi să ceri la Domnul           | Traian Dorz | poezie |       34      |      100      |
| Preasfântă Maică, te privesc     | Traian Dorz | poezie |       26      |      124      |
| Dă-mi Doamne bucuria             | Traian Dorz | poezie |       17      |       94      |
| Când simţi ameninţarea           | Traian Dorz | poezie |       17      |       75      |
| Mă rog în noaptea încercării     | Traian Dorz | poezie |       29      |      115      |
| Să pot să merg                   | Traian Dorz | poezie |       29      |      143      |
| Pentru tine Mi-am lăsat Eu       | Traian Dorz | poezie |       39      |      220      |
| Tu Mă iubeşti?                   | Traian Dorz | poezie |       34      |      149      |
| Te-am iubit frumos Isuse?        | Traian Dorz | poezie |       29      |      120      |
| Să merg mustrat!                 | Traian Dorz | poezie |       26      |      109      |
| Unde mi-aţi fost?                | Traian Dorz | poezie |       29      |      115      |
| Doamne, iar îmi plec             | Traian Dorz | poezie |       29      |      112      |
| În zadar se mai grăbeşte         | Traian Dorz | poezie |       29      |      105      |
| Eu nu vreau                      | Traian Dorz | poezie |       29      |      139      |
| Cel ce-a căutat Isuse            | Traian Dorz | poezie |       29      |      192      |
| Aici, unde eşti Tu Isus          | Traian Dorz | poezie |       27      |      140      |
| Doamne, numai Tu ştii            | Traian Dorz | poezie |       27      |      106      |
| Şi eu am tras cu Domnul          | Traian Dorz | poezie |       29      |      136      |
| Nu pot să mă mai satur           | Traian Dorz | poezie |       35      |      136      |
| Preaiubitule, nu-i nimeni        | Traian Dorz | poezie |       27      |      113      |
| La Nunta ta de aur...            | Traian Dorz | poezie |       29      |      186      |
| În orice cale, Domnul            | Traian Dorz | poezie |       29      |      202      |
| Doamne, dintre câte încă         | Traian Dorz | poezie |       29      |      103      |
| Nemuritoarele cântări            | Traian Dorz | poezie |       29      |      106      |
| Să Te slăvesc pe Tine            | Traian Dorz | poezie |       22      |      123      |
| Cântările din urmă               | Traian Dorz | poezie |       29      |       90      |
| Să-mi iau harfa                  | Traian Dorz | poezie |       29      |      103      |
| Slavă veşnică Isuse              | Traian Dorz | poezie |       26      |       96      |
| Tot ce-am să mai spun            | Traian Dorz | poezie |       29      |      118      |
| Iată-mi cea din urmă parte       | Traian Dorz | poezie |       29      |      107      |
| Doamne, nu-mi lăsa vreodată      | Traian Dorz | poezie |       29      |      107      |
| Nu poţi să faci                  | Traian Dorz | poezie |       29      |      135      |
| Doamne, drumul meu puţin         | Traian Dorz | poezie |       27      |      109      |
| Cu putinţă este                  | Traian Dorz | poezie |       29      |       72      |
| Să mă urc mai sus                | Traian Dorz | poezie |       29      |      115      |
| Doamne, fă să-mi strălucească    | Traian Dorz | poezie |       29      |       80      |
| Privesc la fratele               | Traian Dorz | poezie |       29      |      150      |
| Tot ce-i mai frumos              | Traian Dorz | poezie |       29      |      128      |
| În clipele mai grele             | Traian Dorz | poezie |       26      |      101      |
| Ai grijă-ntotdeauna              | Traian Dorz | poezie |       29      |       79      |
| Ce tainic te-nconjoară           | Traian Dorz | poezie |       29      |       98      |
| O, Tatăl nostru Nepătruns        | Traian Dorz | poezie |       29      |      112      |
| Doamne, fii mereu cu mine        | Traian Dorz | poezie |       29      |       99      |
| Viaţă scurtă, viaţă scurtă       | Traian Dorz | poezie |       24      |       94      |
| Doamne, nu lăsa-ndoiala          | Traian Dorz | poezie |       26      |      114      |
| Coboară-mi Doamne                | Traian Dorz | poezie |       29      |       99      |
| Ce duşmănit eşti Tu acum         | Traian Dorz | poezie |       35      |      165      |
| Iubiţi-vă unii pe-alţii          | Traian Dorz | poezie |       29      |       76      |
| Mila, numai mila                 | Traian Dorz | poezie |       29      |       87      |
| Cu cât ai un dar                 | Traian Dorz | poezie |       26      |      122      |
| O, adevăr, de tine               | Traian Dorz | poezie |       29      |       81      |
| Oricât eram de singur            | Traian Dorz | poezie |       21      |       99      |
| Isus, când spui cât mă iubeşti   | Traian Dorz | poezie |       26      |      128      |
| Oricât ţi-ar fi de greu          | Traian Dorz | poezie |       29      |      114      |
| Dacă anii vieţii tale            | Traian Dorz | poezie |       14      |      113      |
| Strâmtă-i calea mântuirii        | Traian Dorz | poezie |       29      |       92      |
| Cu cât văd mai mult              | Traian Dorz | poezie |       29      |      106      |
| Doamne, să nu pot întoarce       | Traian Dorz | poezie |       26      |      107      |
| Când ne trezim din somnul        | Traian Dorz | poezie |       29      |       88      |
| Din noapte şi din nefiinţă       | Traian Dorz | poezie |       29      |      115      |
| Doar gândul Tău                  | Traian Dorz | poezie |       26      |      117      |
| Nu-s vrednic Bunătate            | Traian Dorz | poezie |       26      |      104      |
| Tot ce fac doresc                | Traian Dorz | poezie |       24      |       78      |
| Ce fericit aş fi când viaţa      | Traian Dorz | poezie |       29      |      114      |
| Cum nu mai lasă                  | Traian Dorz | poezie |       24      |      109      |
| Când las din mână harfa          | Traian Dorz | poezie |       29      |      130      |
| Când te uiţi prea mult           | Traian Dorz | poezie |       29      |      118      |
| Ce vei face când aceste          | Traian Dorz | poezie |       29      |      123      |
| Să nu te temi de bătrâneţe       | Traian Dorz | poezie |       26      |      117      |
| Doamne, inima din mine           | Traian Dorz | poezie |       29      |       99      |
| Du-te şi tu de vesteşte          | Traian Dorz | poezie |       29      |      101      |
| Cerurile-ntinse                  | Traian Dorz | poezie |       20      |       84      |
| Doamne, să nu cânt vreodată      | Traian Dorz | poezie |       26      |      119      |
| Poate-i cea din urmă luptă       | Traian Dorz | poezie |       29      |      101      |
| Dacă eşti al lui Hristos         | Traian Dorz | poezie |       23      |       80      |
| Frumos ai fost Isuse             | Traian Dorz | poezie |       19      |      105      |
| Dacă-i cea din urmă dată         | Traian Dorz | poezie |       29      |      115      |
| Ce mulţi oameni nu vor şti       | Traian Dorz | poezie |       32      |      171      |
| Lângă Poarta Veşniciei           | Traian Dorz | poezie |       19      |      108      |
| Doamne, suntem încă-n vale       | Traian Dorz | poezie |       26      |      104      |
| Dacă ne-adunăm în Domnul         | Traian Dorz | poezie |       19      |      134      |
| Frumos eşti Drag Isuse           | Traian Dorz | poezie |       19      |      104      |
| Şi ce-i dacă vin necazuri?       | Traian Dorz | poezie |       29      |      115      |
| O, semnul cuielor                | Traian Dorz | poezie |       29      |      113      |
| Veniţi voi ceruri largi          | Traian Dorz | poezie |       32      |      125      |
| Binecuvântare ţie care vii       | Traian Dorz | poezie |       29      |       83      |
| Cu cât mă-mpărtăşesc             | Traian Dorz | poezie |       26      |      126      |
| O, slăvită Cruce aspră           | Traian Dorz | poezie |       19      |      129      |
| Nu se poate să nu fie            | Traian Dorz | poezie |       29      |      105      |
| Când te afli-n valuri grele      | Traian Dorz | poezie |       28      |       97      |
| Ce bine-i printre voi...         | Traian Dorz | poezie |       38      |      171      |
| Dulce este Domnul                | Traian Dorz | poezie |       22      |       84      |
| Când suprema suferinţă           | Traian Dorz | poezie |       26      |       81      |
| Cât de aproape e Hristos         | Traian Dorz | poezie |       29      |      116      |
| O, moarte strălucită             | Traian Dorz | poezie |       29      |      153      |
| Numai când mă uit pe mine        | Traian Dorz | poezie |       24      |      102      |
| Te-am simţit în orice parte      | Traian Dorz | poezie |       29      |      109      |
| Aş dori să pot fi                | Traian Dorz | poezie |       29      |      103      |
| Cât se tot vesteşte astăzi       | Traian Dorz | poezie |       26      |      110      |
| De-aş ajunge cea mai mare        | Traian Dorz | poezie |       24      |      115      |
| Anii trec ca norii               | Traian Dorz | poezie |       24      |      124      |
| Tu ai purtat în locul meu        | Traian Dorz | poezie |       20      |       77      |
| Să nu te uiţi în urmă            | Traian Dorz | poezie |       14      |      103      |
| Ce Jertfă Scumpă                 | Traian Dorz | poezie |       29      |      107      |
| Când simţi că nu poţi            | Traian Dorz | poezie |       19      |      103      |
| Să nu avem în lume               | Traian Dorz | poezie |       29      |      128      |
| Suprema cântare Iubirii          | Traian Dorz | poezie |       24      |       87      |
| Rămâi tânăr totdeauna            | Traian Dorz | poezie |       17      |       99      |
| Toate glasurile lumii            | Traian Dorz | poezie |       29      |       94      |
| Iată inimă-nserează              | Traian Dorz | poezie |       27      |      109      |
| Iubirea, o numai iubirea         | Traian Dorz | poezie |       19      |       69      |
| Slăvită e taina unirii           | Traian Dorz | poezie |       29      |      103      |
| Binecuvântată-i nunta            | Traian Dorz | poezie |       29      |      164      |
| Ce trist eşti Tu Isuse           | Traian Dorz | poezie |       26      |       97      |
| Ce-adevăr ai dat Isuse           | Traian Dorz | poezie |       29      |      111      |
| Adevărul n-are încă              | Traian Dorz | poezie |       20      |      107      |
| La ce folos v-aţi strâns?        | Traian Dorz | poezie |       29      |      110      |
| E greu să rabzi?                 | Traian Dorz | poezie |       29      |      115      |
| Slăviţi pe Domnul Savaot         | Traian Dorz | poezie |       29      |      122      |
| Tu-mi eşti mai presus            | Traian Dorz | poezie |       19      |      129      |
| V-adeveresc prieteni             | Traian Dorz | poezie |       24      |      133      |
| Când şoapta Ta                   | Traian Dorz | poezie |       29      |      103      |
| Să nu te duci cu cei fricoşi     | Traian Dorz | poezie |       29      |      142      |
| Tu-ai fi putut s-alegi           | Traian Dorz | poezie |       29      |      127      |
| Sunaţi voi trâmbiţe              | Traian Dorz | poezie |       26      |       94      |
| O, ce curat e cerul              | Traian Dorz | poezie |       26      |      177      |
| Aici în pustiul acesta           | Traian Dorz | poezie |       24      |      128      |
| E mult mai greu                  | Traian Dorz | poezie |       26      |      130      |
| Nimeni n-o să poată spune        | Traian Dorz | poezie |       27      |      115      |
| Tu m-ai învăţat Isuse            | Traian Dorz | poezie |       29      |      100      |
| Va fi-n veci                     | Traian Dorz | poezie |       26      |      103      |
| Isus, Răsplata dragostei         | Traian Dorz | poezie |       24      |      113      |
| Am tot strigat                   | Traian Dorz | poezie |       29      |      145      |
| Sunt născut odată                | Traian Dorz | poezie |       14      |       81      |
| Vorbeşte-ncet Cuvântul           | Traian Dorz | poezie |       17      |       84      |
| Sfântă ai mereu porunca          | Traian Dorz | poezie |       29      |      120      |
| Unică Lucrare                    | Traian Dorz | poezie |       24      |      115      |
| Cu Tine-am învăţat               | Traian Dorz | poezie |       26      |      132      |
| Tu-mi eşti Isuse Dulce           | Traian Dorz | poezie |       19      |      123      |
| Isuse-al meu, Iubirea            | Traian Dorz | poezie |       17      |      109      |
| Veacu-acesta                     | Traian Dorz | poezie |       26      |       96      |
| Bogatul meu Prieten              | Traian Dorz | poezie |       19      |       93      |
| Calea Sângelui Golgotei          | Traian Dorz | poezie |       26      |       98      |
| Am fost odată                    | Traian Dorz | poezie |       14      |       88      |
| Când Îţi ascult Cuvântul         | Traian Dorz | poezie |       26      |       96      |
| M-ai chemat cândva Isus          | Traian Dorz | poezie |       29      |      103      |
| Păstrează dragostea              | Traian Dorz | poezie |       29      |      106      |
| Fericit cel ce plăteşte          | Traian Dorz | poezie |       29      |      100      |
| Nu-ţi începe, nu-ţi începe       | Traian Dorz | poezie |       34      |      146      |
| Cred numai în iubirea Ta         | Traian Dorz | poezie |       24      |       91      |
| Nu-mi pare rău de tot            | Traian Dorz | poezie |       29      |      127      |
| N-ai mai bun părinte             | Traian Dorz | poezie |       22      |      101      |
| Încrede-te-n Hristos             | Traian Dorz | poezie |       29      |      109      |
| Legat de Tine sunt Isus          | Traian Dorz | poezie |       34      |      148      |
| Tu poţi să fugi                  | Traian Dorz | poezie |       24      |      155      |
| Când în graba mea...             | Traian Dorz | poezie |       29      |      108      |
| Avem nevoie tot mai mult         | Traian Dorz | poezie |       26      |      108      |
| O, nu mă mai bizui               | Traian Dorz | poezie |       20      |       88      |
| Oricând privim la Tine           | Traian Dorz | poezie |       26      |       92      |
| Când sunt cu Tine                | Traian Dorz | poezie |       29      |      129      |
| Să nu mă rog!                    | Traian Dorz | poezie |       29      |      112      |
| Ce grabnic trece timpul          | Traian Dorz | poezie |       29      |      102      |
| Ce dragi ne-au fost              | Traian Dorz | poezie |       29      |      134      |
| Ce păreri de rău                 | Traian Dorz | poezie |       26      |      107      |
| Toate-ai să le pierzi            | Traian Dorz | poezie |       26      |       96      |
| Din pragul înserării             | Traian Dorz | poezie |       24      |      156      |
| Cât m-ai chemat Isuse            | Traian Dorz | poezie |       29      |      100      |
| O, nopţi adânci...               | Traian Dorz | poezie |       27      |      125      |
| Cu inima arzândă                 | Traian Dorz | poezie |       24      |      132      |
| Tu ne-ai promis, noi am crezut   | Traian Dorz | poezie |       27      |       96      |
| Cu mine-ai fost Isuse            | Traian Dorz | poezie |       19      |      134      |
| Nu jos ci Sus                    | Traian Dorz | poezie |       27      |      128      |
| Cei ce-au muncit                 | Traian Dorz | poezie |       27      |      130      |
| Crede tot Cuvântul               | Traian Dorz | poezie |       19      |       92      |
| Roagă-te întotdeauna             | Traian Dorz | poezie |       20      |       95      |
| Dacă L-ai avea pe Domnul         | Traian Dorz | poezie |       26      |      109      |
| Tu Cel Atotputernic              | Traian Dorz | poezie |       32      |      154      |
| Priveşte-n ochii lui Isus        | Traian Dorz | poezie |       35      |      182      |
| Cine-şi mai aduce-aminte?        | Traian Dorz | poezie |       26      |      102      |
| Suim printr-o viaţă              | Traian Dorz | poezie |       19      |      109      |
| Vino la Isus chiar dacă          | Traian Dorz | poezie |       27      |      124      |
| Să-L iubim pe Domnul             | Traian Dorz | poezie |       29      |      106      |
| Spre Dumnezeu arată Crucea       | Traian Dorz | poezie |       27      |      112      |
| De câte ori a trebuit            | Traian Dorz | poezie |       29      |      119      |
| Pentru credinţa ta-n Hristos     | Traian Dorz | poezie |       21      |      116      |
| A face binele, e greu            | Traian Dorz | poezie |       26      |      111      |
| Cum să pot mustra păcatul?       | Traian Dorz | poezie |       29      |      114      |
| Noi ştim ce har e mântuirea      | Traian Dorz | poezie |       29      |      128      |
| Acela ce doreşte slava           | Traian Dorz | poezie |       26      |      106      |
| Din toată inima-Ţi cânt          | Traian Dorz | poezie |       32      |      114      |
| Tot ce primim                    | Traian Dorz | poezie |       26      |      120      |
| Bucuria nu-i deplină             | Traian Dorz | poezie |       29      |       84      |
| În dulcea părtăşie               | Traian Dorz | poezie |       17      |       89      |
| Unde e Hristos...                | Traian Dorz | poezie |       34      |      115      |
| Hristos e-n frunte               | Traian Dorz | poezie |       34      |      175      |
| Părtăşia e pecetea               | Traian Dorz | poezie |       19      |      103      |
| Pacea sufletelor noastre         | Traian Dorz | poezie |       24      |       65      |
| Între clipa asta                 | Traian Dorz | poezie |       24      |      116      |
| Îmi fac tot mai din aur          | Traian Dorz | poezie |       24      |      102      |
| Ce minunat e graiul              | Traian Dorz | poezie |       22      |      106      |
| Cu harfele de aur                | Traian Dorz | poezie |       32      |      105      |
| Să nu-i uitaţi!                  | Traian Dorz | poezie |       26      |       85      |
| Chemarea vă aşteaptă             | Traian Dorz | poezie |       27      |       89      |
| Se-nchid şi se deschid           | Traian Dorz | poezie |       24      |      105      |
| Tot ce-ai întreba                | Traian Dorz | poezie |       24      |       94      |
| Cuvântul tău e aur               | Traian Dorz | poezie |       20      |       84      |
| Izbânda duhului luminii          | Traian Dorz | poezie |       29      |       99      |
| Aş vrea să-mi cer iertare        | Traian Dorz | poezie |       20      |      108      |
| Să nu-ţi îngropi fricos          | Traian Dorz | poezie |       29      |      140      |
| Cel credincios                   | Traian Dorz | poezie |       24      |       96      |
| O Doamne-ajută-mă...             | Traian Dorz | poezie |       29      |       90      |
| La ţărmul mării mele             | Traian Dorz | poezie |       19      |      106      |
| Aş vrea să merg                  | Traian Dorz | poezie |       24      |      111      |
| Orişicât mi-ar fi curate         | Traian Dorz | poezie |       26      |       96      |
| A trecut Isuse vântul            | Traian Dorz | poezie |       24      |      151      |
| O, cât de-amar                   | Traian Dorz | poezie |       24      |      106      |
| Doar începutu-i greu             | Traian Dorz | poezie |       29      |      114      |
| Priveşte-n sus                   | Traian Dorz | poezie |       29      |      133      |
| Va fi odată-o pace               | Traian Dorz | poezie |       19      |      123      |
| Nu-i drumul spre                 | Traian Dorz | poezie |       29      |      107      |
| Să vii să lupţi                  | Traian Dorz | poezie |       31      |      150      |
| Nu te lăsa molatic               | Traian Dorz | poezie |       24      |      146      |
| E sărbătoare până-n cer          | Traian Dorz | poezie |       29      |      101      |
| O, nu există moarte              | Traian Dorz | poezie |       19      |      136      |
| Începe ultima-ncleştare          | Traian Dorz | poezie |       29      |      111      |
| Ce limpede-mi văd azi            | Traian Dorz | poezie |       29      |      113      |
| Azi când îmi sfârşesc            | Traian Dorz | poezie |       26      |       96      |
| De hotarele Luminii              | Traian Dorz | poezie |       20      |      129      |
| Din suprema contemplare          | Traian Dorz | poezie |       29      |      110      |
| În seara asta simt               | Traian Dorz | poezie |       29      |      116      |
| În raiul meu                     | Traian Dorz | poezie |       29      |      109      |
| Nu ştim de ce                    | Traian Dorz | poezie |       29      |      149      |
| La căsuţa voastră                | Traian Dorz | poezie |       26      |       90      |
| Cu-atâtea lacrimi                | Traian Dorz | poezie |       26      |      118      |
| Va veni şi Ziua Sfântă           | Traian Dorz | poezie |       26      |      104      |
| Să nu-ţi slăbească ochii         | Traian Dorz | poezie |       20      |      120      |
| Doamne, să nu fie nimeni         | Traian Dorz | poezie |       9       |       68      |
| Rugăciune pentru Cain            | Traian Dorz | poezie |       17      |       79      |
| Isuse-adu-Ţi aminte              | Traian Dorz | poezie |       19      |       99      |
| Tot drumul cu Hristos            | Traian Dorz | poezie |       25      |      100      |
| Cum să pot uita eu Doamne?       | Traian Dorz | poezie |       23      |      121      |
| Cei care-au flămânzit            | Traian Dorz | poezie |       33      |      115      |
| Ce-mbelşugat plăteşte            | Traian Dorz | poezie |       19      |       70      |
| Lucram...                        | Traian Dorz | poezie |       19      |       82      |
| Copil eram - şi mama             | Traian Dorz | poezie |       20      |       84      |
| Prieten tinereţii mele           | Traian Dorz | poezie |       30      |      125      |
| Ce dulce mi-e nădejdea           | Traian Dorz | poezie |       29      |       93      |
| Doamne, numai Tu poţi            | Traian Dorz | poezie |       21      |       97      |
| Lume, negustor de rele           | Traian Dorz | poezie |       31      |      140      |
| Iubirea Ta Prieten Drag          | Traian Dorz | poezie |       30      |      130      |
| Nepreţuit Prieten                | Traian Dorz | poezie |       30      |      187      |
| Tu te-ai dus, Isuse Dulce        | Traian Dorz | poezie |       34      |      115      |
| Cred făgăduinţa Ta               | Traian Dorz | poezie |       32      |      149      |
| O Doamne, nu lăsa                | Traian Dorz | poezie |       29      |      105      |
| Într-o pace ca de seară          | Traian Dorz | poezie |       29      |      104      |
| Iată Dimineaţa...                | Traian Dorz | poezie |       29      |       74      |
| La capăt de călătorie            | Traian Dorz | poezie |       33      |      113      |
+----------------------------------+-------------+--------+---------------+---------------+
