602 articles
+---------------------------------------+-------------+--------+---------------+---------------+
| Titlu                                 |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
| Până mai ştii cărarea                 | Traian Dorz | poezie |       24      |      153      |
| Mi-e dor să plâng                     | Traian Dorz | poezie |       26      |      102      |
| Să nu mai pot să tac                  | Traian Dorz | poezie |       29      |      144      |
| Atât de des Ţi-am spus                | Traian Dorz | poezie |       26      |      118      |
| Mai mult am fost departe              | Traian Dorz | poezie |       24      |      162      |
| În umblarea ta                        | Traian Dorz | poezie |       29      |      119      |
| Pe malul unei ape                     | Traian Dorz | poezie |       24      |      150      |
| Cui i-aş fi spus eu?                  | Traian Dorz | poezie |       35      |      149      |
| Preamăriţi pe Domnul                  | Traian Dorz | poezie |       31      |      135      |
| O trecere grăbită                     | Traian Dorz | poezie |       24      |      161      |
| Cine mi-ar deschide mie?              | Traian Dorz | poezie |       19      |      112      |
| Veniţi şi lăudaţi                     | Traian Dorz | poezie |       31      |      156      |
| Cei chemaţi de Domnul                 | Traian Dorz | poezie |       30      |      143      |
| Din câte ape limpezi                  | Traian Dorz | poezie |       31      |      117      |
| Numai un semn                         | Traian Dorz | poezie |       31      |      131      |
| Încă nu-i târziu                      | Traian Dorz | poezie |       29      |      121      |
| Iată Ceru-ntreg stă gata              | Traian Dorz | poezie |       35      |      129      |
| O, iată Ţărmul Fericit                | Traian Dorz | poezie |       26      |       85      |
| Un dor mai am                         | Traian Dorz | poezie |       27      |      130      |
| Sfârşesc Isus...                      | Traian Dorz | poezie |       26      |       78      |
| Cântarea Viitoare                     | Traian Dorz | poezie |       35      |      131      |
| Duhule Sfânt, du-mă                   | Traian Dorz | poezie |       24      |      124      |
| Ce minunată este Ţinta                | Traian Dorz | poezie |       26      |      130      |
| Când mintea e prea rece               | Traian Dorz | poezie |       24      |      139      |
| Aş vrea să-ntreb                      | Traian Dorz | poezie |       29      |       99      |
| Unde-ai să rămâi?                     | Traian Dorz | poezie |       26      |      110      |
| Cel ce singur pleacă                  | Traian Dorz | poezie |       24      |      129      |
| De ce fugim?                          | Traian Dorz | poezie |       31      |      113      |
| Să mai cântăm o dată                  | Traian Dorz | poezie |       31      |      121      |
| M-aştepţi să vin...                   | Traian Dorz | poezie |       24      |      169      |
| Rămâi pe totdeauna                    | Traian Dorz | poezie |       29      |      104      |
| Vino, dormi cu mine                   | Traian Dorz | poezie |       24      |      122      |
| Să nu fugi                            | Traian Dorz | poezie |       29      |       99      |
| Numai noi străbatem                   | Traian Dorz | poezie |       27      |      173      |
| Mai cântaţi o dată                    | Traian Dorz | poezie |       31      |      104      |
| S-aşteptăm, s-aşteptăm                | Traian Dorz | poezie |       26      |      118      |
| Dumnezeu ne cere                      | Traian Dorz | poezie |       24      |      162      |
| Dormi cu mama îngeraş                 | Traian Dorz | poezie |       41      |      137      |
| Doamne fă să nu                       | Traian Dorz | poezie |       29      |      131      |
| Tot pe Cruce e Isus                   | Traian Dorz | poezie |       35      |      129      |
| Când ai spus: ferice                  | Traian Dorz | poezie |       23      |      125      |
| Isuse-nvaţă-mă!                       | Traian Dorz | poezie |       26      |      116      |
| Aveam cândva                          | Traian Dorz | poezie |       29      |      117      |
| Mulţi ani să trăiască                 | Traian Dorz | poezie |       31      |       84      |
| Şi morţii mor                         | Traian Dorz | poezie |       34      |       86      |
| Nici tu nu eşti departe               | Traian Dorz | poezie |       24      |      151      |
| Curând n-am să-mi mai văd             | Traian Dorz | poezie |       29      |      134      |
| Nu-mi mai aduc aminte de cele         | Traian Dorz | poezie |       26      |      106      |
| Cine s-a unit cu lumea e vrăjmaş      | Traian Dorz | poezie |       19      |      138      |
| Cum îţi trimiţi?                      | Traian Dorz | poezie |       29      |       99      |
| Vom trece râul morţii                 | Traian Dorz | poezie |       24      |      165      |
| Ce nalt e zidul                       | Traian Dorz | poezie |       29      |      127      |
| Ce neagră-i Poarta asta               | Traian Dorz | poezie |       24      |      170      |
| Ce vezi venind?                       | Traian Dorz | poezie |       29      |      138      |
| Tu Cel Drag                           | Traian Dorz | poezie |       27      |      128      |
| Doamne, ceartă-Ţi ucenicii            | Traian Dorz | poezie |       26      |      101      |
| Numai două vorbe                      | Traian Dorz | poezie |       24      |      127      |
| Numai lângă Tine                      | Traian Dorz | poezie |       34      |      100      |
| Nimic nu mă mai doare                 | Traian Dorz | poezie |       27      |      123      |
| Aveai şi tu                           | Traian Dorz | poezie |       29      |      124      |
| Nu-i om fără-o credinţă               | Traian Dorz | poezie |       24      |      161      |
| Să nu rămâi                           | Traian Dorz | poezie |       26      |      137      |
| Ce-avem mai scump!                    | Traian Dorz | poezie |       29      |      120      |
| De-aş umbla                           | Traian Dorz | poezie |       24      |      142      |
| Nu ţi-a rămas                         | Traian Dorz | poezie |       31      |      150      |
| Vino dulce înger                      | Traian Dorz | poezie |       24      |      125      |
| Mi s-a părut şi mie                   | Traian Dorz | poezie |       31      |      117      |
| Când a învins                         | Traian Dorz | poezie |       31      |      140      |
| Mâine vom sui                         | Traian Dorz | poezie |       31      |       91      |
| Aceste frunze care cad                | Traian Dorz | poezie |       26      |       97      |
| Cu dorul Tău Isuse                    | Traian Dorz | poezie |       24      |      155      |
| Prea puţin                            | Traian Dorz | poezie |       29      |      114      |
| De pe unde-am fost                    | Traian Dorz | poezie |       29      |      107      |
| Nu lăsa la nimeni                     | Traian Dorz | poezie |       24      |      136      |
| Pentru un legământ                    | Traian Dorz | poezie |       29      |      129      |
| Dacă tu rămâi                         | Traian Dorz | poezie |       28      |       95      |
| Încarcă-ţi tinereţea                  | Traian Dorz | poezie |       26      |      154      |
| Întoarce-mi Doamne faţa               | Traian Dorz | poezie |       26      |      115      |
| Mai sunt destui                       | Traian Dorz | poezie |       30      |      128      |
| Merită să pierzi                      | Traian Dorz | poezie |       24      |      175      |
| Ţi-ai tot pierdut câte-un prieten     | Traian Dorz | poezie |       30      |      138      |
| Unde n-ai mai fost                    | Traian Dorz | poezie |       24      |      165      |
| Când vin presimţiri                   | Traian Dorz | poezie |       29      |      107      |
| Dacă nu întrebi                       | Traian Dorz | poezie |       24      |      145      |
| Deschide-ţi uşa ta                    | Traian Dorz | poezie |       29      |      153      |
| Cu cine mergi?                        | Traian Dorz | poezie |       23      |      173      |
| Doamne, Glasul Tău                    | Traian Dorz | poezie |       26      |       99      |
| Voi sunteţi lumina lumii              | Traian Dorz | poezie |       25      |      169      |
| Să nu te-ndoieşti                     | Traian Dorz | poezie |       29      |      136      |
| Când duci darul                       | Traian Dorz | poezie |       27      |      152      |
| Nu-ţi dispreţui                       | Traian Dorz | poezie |       26      |       95      |
| Dacă ochiul tău                       | Traian Dorz | poezie |       19      |      135      |
| Slavă Ţie Scump Isus, slavă           | Traian Dorz | poezie |       26      |      102      |
| Mustră-mi Tu Cuvânt curat             | Traian Dorz | poezie |       39      |      149      |
| E vremea Postului                     | Traian Dorz | poezie |       24      |      162      |
| Nu te amăgi crezând                   | Traian Dorz | poezie |       27      |      133      |
| Ochiul e luminătorul                  | Traian Dorz | poezie |       24      |      181      |
| Nu judecaţi!                          | Traian Dorz | poezie |       26      |      127      |
| Nu te-ngrijora                        | Traian Dorz | poezie |       24      |      176      |
| Cereţi şi vi se va da                 | Traian Dorz | poezie |       26      |      135      |
| Nevoiţi-vă să mergeţi                 | Traian Dorz | poezie |       32      |      118      |
| Vin prorocii mincinoşi                | Traian Dorz | poezie |       24      |      140      |
| Tot ce n-ai lăsat                     | Traian Dorz | poezie |       29      |      120      |
| Nu oricine-Mi zice                    | Traian Dorz | poezie |       27      |      127      |
| Cel ce-aude                           | Traian Dorz | poezie |       26      |       97      |
| S-ascult de Tine                      | Traian Dorz | poezie |       24      |      196      |
| Urma Ta o iau                         | Traian Dorz | poezie |       31      |      117      |
| De multe ori am auzit                 | Traian Dorz | poezie |       24      |      160      |
| Nimic nu s-a-ntâmplat spre rău        | Traian Dorz | poezie |       26      |      119      |
| Ce răscruce grea                      | Traian Dorz | poezie |       29      |      133      |
| Nu-nceta să strigi                    | Traian Dorz | poezie |       27      |       84      |
| Fiecare boală                         | Traian Dorz | poezie |       24      |      171      |
| Nu-i alt Isus, nu-i alt Isus          | Traian Dorz | poezie |       29      |      130      |
| Nu sta liniştit acolo unde zaci       | Traian Dorz | poezie |       24      |      169      |
| Nu fugi de cei căzuţi                 | Traian Dorz | poezie |       26      |      116      |
| Să nu te duci de la Hristos           | Traian Dorz | poezie |       34      |      136      |
| Să nu mergeţi                         | Traian Dorz | poezie |       29      |      215      |
| Domnul ne-a trimis                    | Traian Dorz | poezie |       34      |      123      |
| Ce vremi cumplite!                    | Traian Dorz | poezie |       29      |      226      |
| Tu eşti? - sau numai pare             | Traian Dorz | poezie |       26      |       95      |
| Poate spui şi tu                      | Traian Dorz | poezie |       25      |      178      |
| Vino, când te cheamă                  | Traian Dorz | poezie |       29      |      134      |
| Nu-ţi clădi                           | Traian Dorz | poezie |       24      |      187      |
| Nu-ţi îngropa                         | Traian Dorz | poezie |       23      |       95      |
| Când te vor prigoni                   | Traian Dorz | poezie |       25      |      217      |
| Uită-te la Domnul                     | Traian Dorz | poezie |       27      |      118      |
| Spre unde-ţi merge?                   | Traian Dorz | poezie |       26      |      115      |
| Poţi porni-n spre ceruri              | Traian Dorz | poezie |       24      |      140      |
| Mâine, când vei pune                  | Traian Dorz | poezie |       30      |      102      |
| Când vei trece Râul                   | Traian Dorz | poezie |       24      |      158      |
| De ce mereu te temi?                  | Traian Dorz | poezie |       29      |      140      |
| Fii încrezător                        | Traian Dorz | poezie |       32      |      135      |
| Cel ce te-a înscris                   | Traian Dorz | poezie |       24      |      157      |
| Orice te-ar ameninţa                  | Traian Dorz | poezie |       32      |      156      |
| Nu mai este nimeni                    | Traian Dorz | poezie |       25      |      187      |
| Mii de ani                            | Traian Dorz | poezie |       27      |      102      |
| Este ceasul rugăciunii                | Traian Dorz | poezie |       24      |      166      |
| Pe cine-o să ai cu tine?              | Traian Dorz | poezie |       29      |       98      |
| Mai deschide-ţi mâna                  | Traian Dorz | poezie |       26      |       93      |
| Nu pot să mă las                      | Traian Dorz | poezie |       24      |      176      |
| În curând ajungem                     | Traian Dorz | poezie |       30      |       93      |
| Mai vin şi-ndoieli                    | Traian Dorz | poezie |       24      |      159      |
| Tot mai singur                        | Traian Dorz | poezie |       27      |      118      |
| Doamne, Dumnezeul nostru spre         | Traian Dorz | poezie |       31      |      102      |
| Frumoasă e lumina                     | Traian Dorz | poezie |       26      |       88      |
| Când nu mai ştim                      | Traian Dorz | poezie |       24      |      173      |
| Doamne, iarăşi                        | Traian Dorz | poezie |       31      |      109      |
| Când îţi va veni şi ţie               | Traian Dorz | poezie |       25      |      162      |
| Ce măreaţă e izbânda                  | Traian Dorz | poezie |       29      |      101      |
| Când Glasul Tău                       | Traian Dorz | poezie |       35      |      146      |
| Ce slab te-araţi                      | Traian Dorz | poezie |       24      |      189      |
| Să nu te-aştepţi                      | Traian Dorz | poezie |       31      |      132      |
| Nu moartea şterge                     | Traian Dorz | poezie |       26      |      117      |
| Când vei reveni Isuse                 | Traian Dorz | poezie |       24      |      127      |
| Toate zilele sunt mari                | Traian Dorz | poezie |       26      |       91      |
| Nădejdea mea Isuse                    | Traian Dorz | poezie |       26      |      103      |
| În Clipa Întâlnirii                   | Traian Dorz | poezie |       24      |      152      |
| Cu mult mai mult                      | Traian Dorz | poezie |       29      |       99      |
| Cei care se-ntorc                     | Traian Dorz | poezie |       26      |      111      |
| Zbor grăbit e viaţa asta              | Traian Dorz | poezie |       24      |      155      |
| Cel ce bate-n uşa ta                  | Traian Dorz | poezie |       29      |      130      |
| Nu iubi mai mult                      | Traian Dorz | poezie |       31      |      136      |
| Dragostea uneşte                      | Traian Dorz | poezie |       24      |      106      |
| Cine-şi va cruţa viaţa                | Traian Dorz | poezie |       20      |      114      |
| Cine va primi în casă                 | Traian Dorz | poezie |       29      |      115      |
| Să nu mai văd                         | Traian Dorz | poezie |       24      |      170      |
| Pentru cine străluceşte?              | Traian Dorz | poezie |       26      |       80      |
| Tot mai întuneric                     | Traian Dorz | poezie |       24      |      111      |
| Întâi a fost o seară                  | Traian Dorz | poezie |       26      |       90      |
| Să lăsăm aici la Crucea               | Traian Dorz | poezie |       26      |       98      |
| Mai auzi tu oare?                     | Traian Dorz | poezie |       24      |      134      |
| Să nu tacă                            | Traian Dorz | poezie |       29      |      110      |
| Trebuie să strigi                     | Traian Dorz | poezie |       25      |      160      |
| Dacă-ajunge pân-la tine               | Traian Dorz | poezie |       29      |      111      |
| Cine-ntoarce                          | Traian Dorz | poezie |       19      |      144      |
| Drumul tău către apus                 | Traian Dorz | poezie |       26      |      102      |
| Dacă ştii ce spune Domnul             | Traian Dorz | poezie |       29      |       85      |
| Ce-i spui celui?                      | Traian Dorz | poezie |       26      |      116      |
| Ce-aduci Domnului?                    | Traian Dorz | poezie |       24      |      162      |
| Trebuie să stai de veghe              | Traian Dorz | poezie |       26      |       99      |
| Fericiţi sunt ochii                   | Traian Dorz | poezie |       29      |       70      |
| Semănaţi sămânţa bună                 | Traian Dorz | poezie |       24      |      147      |
| Nu dormiţi!                           | Traian Dorz | poezie |       26      |       90      |
| Voi sunteţi acel grăunte              | Traian Dorz | poezie |       26      |      101      |
| Scumpă e comoara                      | Traian Dorz | poezie |       31      |       96      |
| De când n-ai plâns tu oare singur?    | Traian Dorz | poezie |       25      |      160      |
| Să nu aştepţi                         | Traian Dorz | poezie |       29      |       98      |
| Nu ne trimite Doamne                  | Traian Dorz | poezie |       26      |      110      |
| Ce mare preţ are credinţa             | Traian Dorz | poezie |       29      |      104      |
| Nu cântaţi numai cu vocea             | Traian Dorz | poezie |       29      |       97      |
| Dacă voieşte cineva                   | Traian Dorz | poezie |       26      |      109      |
| Ce-i foloseşte unui om?               | Traian Dorz | poezie |       24      |      174      |
| Cine-i oare cel mai mare?             | Traian Dorz | poezie |       29      |      115      |
| Dacă fratele-ţi greşeşte              | Traian Dorz | poezie |       26      |      101      |
| Dacă doi se vor ruga                  | Traian Dorz | poezie |       26      |      111      |
| De câte ori poţi tu ierta?            | Traian Dorz | poezie |       26      |      115      |
| Ce n-ai vrut                          | Traian Dorz | poezie |       29      |      112      |
| Ce-ai înţeles tu?                     | Traian Dorz | poezie |       23      |      142      |
| Eu n-aş mai vrea                      | Traian Dorz | poezie |       26      |      116      |
| Dacă vrei şi vrei                     | Traian Dorz | poezie |       27      |       99      |
| Oricine va vrea să fie                | Traian Dorz | poezie |       26      |      114      |
| Înlătură Doamne                       | Traian Dorz | poezie |       24      |      111      |
| Vino Doamne                           | Traian Dorz | poezie |       35      |      110      |
| Tot ce cereţi                         | Traian Dorz | poezie |       19      |      138      |
| Voi lucrătorii viei                   | Traian Dorz | poezie |       29      |      132      |
| Cum ai intrat aici?                   | Traian Dorz | poezie |       34      |      134      |
| Daţi cezarilor                        | Traian Dorz | poezie |       24      |      198      |
| Vine Învierea                         | Traian Dorz | poezie |       24      |      117      |
| Când spui “Femeia”                    | Traian Dorz | poezie |       31      |      234      |
| Surorilor iubite                      | Traian Dorz | poezie |      307      |      1744     |
| Vino lacrimă fierbinte                | Traian Dorz | poezie |       26      |      101      |
| La Ţărmul Întâlnirii                  | Traian Dorz | poezie |       29      |      170      |
| Toate-ntorc odată                     | Traian Dorz | poezie |       29      |      100      |
| La Ospăţul Veşniciei                  | Traian Dorz | poezie |       29      |      180      |
| Dorul ce-Ţi mai am                    | Traian Dorz | poezie |       34      |      121      |
| La Strălucirea Viitoare               | Traian Dorz | poezie |       26      |      106      |
| La Nunta Lui                          | Traian Dorz | poezie |       29      |      148      |
| Iată vremea să se-arate               | Traian Dorz | poezie |       46      |      160      |
+---------------------------------------+-------------+--------+---------------+---------------+
